DATE,UNIDADE,QUANTIDADE,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_MONTH,MONTH,QUARTER,YEAR,QUANTIDADE_LAG_1,QUANTIDADE_LAG_2,QUANTIDADE_MA_3
2024-01-16,DAC de São José,1298.0,16,1,3,1,1,2024,2154.0,603.0,1862.667
2024-01-17,DAC de São José,1952.0,17,2,3,1,1,2024,1298.0,2154.0,1351.667
2024-01-18,DAC de São José,976.0,18,3,3,1,1,2024,1952.0,1298.0,1801.333
2024-01-19,DAC de São José,1886.0,19,4,3,1,1,2024,976.0,1952.0,1408.667
2024-01-20,DAC de São José,1084.0,20,5,3,1,1,2024,1886.0,976.0,1604.667
2024-01-22,DAC de São José,2058.0,22,0,4,1,1,2024,1084.0,1886.0,1315.333
2024-01-23,DAC de São José,1968.0,23,1,4,1,1,2024,2058.0,1084.0,1676.0
2024-01-24,DAC de São José,1767.0,24,2,4,1,1,2024,1968.0,2058.0,1703.333
2024-01-25,DAC de São José,2232.0,25,3,4,1,1,2024,1767.0,1968.0,1931.0
2024-01-26,DAC de São José,1816.0,26,4,4,1,1,2024,2232.0,1767.0,1989.0
2024-01-27,DAC de São José,338.0,27,5,4,1,1,2024,1816.0,2232.0,1938.333
2024-01-29,DAC de São José,1440.0,29,0,5,1,1,2024,338.0,1816.0,1462.0
2024-01-30,DAC de São José,2466.0,30,1,5,1,1,2024,1440.0,338.0,1198.0
2024-01-31,DAC de São José,1558.0,31,2,5,1,1,2024,2466.0,1440.0,1414.667
2024-02-01,DAC de São José,1598.0,1,3,1,2,1,2024,1558.0,2466.0,1821.333
2024-02-02,DAC de São José,2108.0,2,4,1,2,1,2024,1598.0,1558.0,1874.0
2024-02-03,DAC de São José,795.0,3,5,1,2,1,2024,2108.0,1598.0,1754.667
2024-02-05,DAC de São José,1996.0,5,0,1,2,1,2024,795.0,2108.0,1500.333
2024-02-06,DAC de São José,1574.0,6,1,1,2,1,2024,1996.0,795.0,1633.0
2024-02-07,DAC de São José,1407.0,7,2,1,2,1,2024,1574.0,1996.0,1455.0
2024-02-08,DAC de São José,2870.0,8,3,2,2,1,2024,1407.0,1574.0,1659.0
2024-02-09,DAC de São José,2166.0,9,4,2,2,1,2024,2870.0,1407.0,1950.333
2024-02-10,DAC de São José,749.0,10,5,2,2,1,2024,2166.0,2870.0,2147.667
2024-02-12,DAC de São José,1886.0,12,0,2,2,1,2024,749.0,2166.0,1928.333
2024-02-14,DAC de São José,1543.0,14,2,2,2,1,2024,1886.0,749.0,1600.333
2024-02-15,DAC de São José,1986.0,15,3,3,2,1,2024,1543.0,1886.0,1392.667
2024-02-16,DAC de São José,2275.0,16,4,3,2,1,2024,1986.0,1543.0,1805.0
2024-02-17,DAC de São José,359.0,17,5,3,2,1,2024,2275.0,1986.0,1934.667
2024-02-19,DAC de São José,1888.0,19,0,3,2,1,2024,359.0,2275.0,1540.0
2024-02-20,DAC de São José,2220.0,20,1,3,2,1,2024,1888.0,359.0,1507.333
2024-02-21,DAC de São José,1449.0,21,2,3,2,1,2024,2220.0,1888.0,1489.0
2024-02-22,DAC de São José,2109.0,22,3,4,2,1,2024,1449.0,2220.0,1852.333
2024-02-23,DAC de São José,1179.0,23,4,4,2,1,2024,2109.0,1449.0,1926.0
2024-02-24,DAC de São José,274.0,24,5,4,2,1,2024,1179.0,2109.0,1579.0
2024-02-26,DAC de São José,1328.0,26,0,4,2,1,2024,274.0,1179.0,1187.333
2024-02-27,DAC de São José,1872.0,27,1,4,2,1,2024,1328.0,274.0,927.0
2024-02-28,DAC de São José,955.0,28,2,4,2,1,2024,1872.0,1328.0,1158.0
2024-02-29,DAC de São José,1954.0,29,3,5,2,1,2024,955.0,1872.0,1385.0
2024-03-01,DAC de São José,2121.0,1,4,1,3,1,2024,1954.0,955.0,1593.667
2024-03-02,DAC de São José,438.0,2,5,1,3,1,2024,2121.0,1954.0,1676.667
2024-03-04,DAC de São José,1167.0,4,0,1,3,1,2024,438.0,2121.0,1504.333
2024-03-05,DAC de São José,1935.0,5,1,1,3,1,2024,1167.0,438.0,1242.0
2024-03-06,DAC de São José,820.0,6,2,1,3,1,2024,1935.0,1167.0,1180.0
2024-03-07,DAC de São José,2210.0,7,3,1,3,1,2024,820.0,1935.0,1307.333
2024-03-08,DAC de São José,1807.0,8,4,2,3,1,2024,2210.0,820.0,1655.0
2024-03-09,DAC de São José,186.0,9,5,2,3,1,2024,1807.0,2210.0,1612.333
2024-03-11,DAC de São José,1797.0,11,0,2,3,1,2024,186.0,1807.0,1401.0
2024-03-12,DAC de São José,1821.0,12,1,2,3,1,2024,1797.0,186.0,1263.333
2024-03-13,DAC de São José,1120.0,13,2,2,3,1,2024,1821.0,1797.0,1268.0
2024-03-14,DAC de São José,1992.0,14,3,2,3,1,2024,1120.0,1821.0,1579.333
2024-03-15,DAC de São José,2115.0,15,4,3,3,1,2024,1992.0,1120.0,1644.333
2024-03-16,DAC de São José,455.0,16,5,3,3,1,2024,2115.0,1992.0,1742.333
2024-03-18,DAC de São José,2510.0,18,0,3,3,1,2024,455.0,2115.0,1520.667
2024-03-20,DAC de São José,2180.0,20,2,3,3,1,2024,2510.0,455.0,1693.333
2024-03-21,DAC de São José,1437.0,21,3,3,3,1,2024,2180.0,2510.0,1715.0
2024-03-22,DAC de São José,1799.0,22,4,4,3,1,2024,1437.0,2180.0,2042.333
2024-03-23,DAC de São José,227.0,23,5,4,3,1,2024,1799.0,1437.0,1805.333
2024-03-25,DAC de São José,1693.0,25,0,4,3,1,2024,227.0,1799.0,1154.333
2024-03-26,DAC de São José,1910.0,26,1,4,3,1,2024,1693.0,227.0,1239.667
2024-03-27,DAC de São José,3030.0,27,2,4,3,1,2024,1910.0,1693.0,1276.667
2024-03-28,DAC de São José,1163.0,28,3,4,3,1,2024,3030.0,1910.0,2211.0
2024-03-30,DAC de São José,604.0,30,5,5,3,1,2024,1163.0,3030.0,2034.333
2024-04-01,DAC de São José,1339.0,1,0,1,4,2,2024,604.0,1163.0,1599.0
2024-04-02,DAC de São José,1535.0,2,1,1,4,2,2024,1339.0,604.0,1035.333
2024-04-03,DAC de São José,1734.0,3,2,1,4,2,2024,1535.0,1339.0,1159.333
2024-04-04,DAC de São José,1581.0,4,3,1,4,2,2024,1734.0,1535.0,1536.0
2024-04-05,DAC de São José,1718.0,5,4,1,4,2,2024,1581.0,1734.0,1616.667
2024-04-06,DAC de São José,893.0,6,5,1,4,2,2024,1718.0,1581.0,1677.667
2024-04-08,DAC de São José,1627.0,8,0,2,4,2,2024,893.0,1718.0,1397.333
2024-04-09,DAC de São José,1184.0,9,1,2,4,2,2024,1627.0,893.0,1412.667
2024-04-10,DAC de São José,2206.0,10,2,2,4,2,2024,1184.0,1627.0,1234.667
2024-04-11,DAC de São José,1343.0,11,3,2,4,2,2024,2206.0,1184.0,1672.333
2024-04-12,DAC de São José,1693.0,12,4,2,4,2,2024,1343.0,2206.0,1577.667
2024-04-13,DAC de São José,65.0,13,5,2,4,2,2024,1693.0,1343.0,1747.333
2024-04-15,DAC de São José,678.0,15,0,3,4,2,2024,65.0,1693.0,1033.667
2024-04-16,DAC de São José,779.0,16,1,3,4,2,2024,678.0,65.0,812.0
2024-04-17,DAC de São José,1723.0,17,2,3,4,2,2024,779.0,678.0,507.333
2024-04-18,DAC de São José,1225.0,18,3,3,4,2,2024,1723.0,779.0,1060.0
2024-04-19,DAC de São José,2641.0,19,4,3,4,2,2024,1225.0,1723.0,1242.333
2024-04-20,DAC de São José,409.0,20,5,3,4,2,2024,2641.0,1225.0,1863.0
2024-04-22,DAC de São José,1227.0,22,0,4,4,2,2024,409.0,2641.0,1425.0
2024-04-23,DAC de São José,2509.0,23,1,4,4,2,2024,1227.0,409.0,1425.667
2024-04-24,DAC de São José,1741.0,24,2,4,4,2,2024,2509.0,1227.0,1381.667
2024-04-25,DAC de São José,975.0,25,3,4,4,2,2024,1741.0,2509.0,1825.667
2024-04-26,DAC de São José,1804.0,26,4,4,4,2,2024,975.0,1741.0,1741.667
2024-04-27,DAC de São José,140.0,27,5,4,4,2,2024,1804.0,975.0,1506.667
2024-05-02,DAC de São José,1786.0,2,3,1,5,2,2024,140.0,1804.0,973.0
2024-05-03,DAC de São José,2140.0,3,4,1,5,2,2024,1786.0,140.0,1243.333
2024-05-04,DAC de São José,1146.0,4,5,1,5,2,2024,2140.0,1786.0,1355.333
2024-05-06,DAC de São José,297.0,6,0,1,5,2,2024,1146.0,2140.0,1690.667
2024-05-07,DAC de São José,2567.0,7,1,1,5,2,2024,297.0,1146.0,1194.333
2024-05-08,DAC de São José,1764.0,8,2,2,5,2,2024,2567.0,297.0,1336.667
2024-05-09,DAC de São José,2033.0,9,3,2,5,2,2024,1764.0,2567.0,1542.667
2024-05-10,DAC de São José,1196.0,10,4,2,5,2,2024,2033.0,1764.0,2121.333
2024-05-11,DAC de São José,1004.0,11,5,2,5,2,2024,1196.0,2033.0,1664.333
2024-05-13,DAC de São José,3242.0,13,0,2,5,2,2024,1004.0,1196.0,1411.0
2024-05-14,DAC de São José,2152.0,14,1,2,5,2,2024,3242.0,1004.0,1814.0
2024-05-15,DAC de São José,2222.0,15,2,3,5,2,2024,2152.0,3242.0,2132.667
2024-05-16,DAC de São José,1330.0,16,3,3,5,2,2024,2222.0,2152.0,2538.667
2024-05-17,DAC de São José,2126.0,17,4,3,5,2,2024,1330.0,2222.0,1901.333
2024-05-18,DAC de São José,1084.0,18,5,3,5,2,2024,2126.0,1330.0,1892.667
2024-05-20,DAC de São José,1944.0,20,0,3,5,2,2024,1084.0,2126.0,1513.333
2024-05-21,DAC de São José,1581.0,21,1,3,5,2,2024,1944.0,1084.0,1718.0
2024-05-22,DAC de São José,1316.0,22,2,4,5,2,2024,1581.0,1944.0,1536.333
2024-05-23,DAC de São José,2391.0,23,3,4,5,2,2024,1316.0,1581.0,1613.667
2024-05-24,DAC de São José,1951.0,24,4,4,5,2,2024,2391.0,1316.0,1762.667
2024-05-25,DAC de São José,619.0,25,5,4,5,2,2024,1951.0,2391.0,1886.0
2024-05-27,DAC de São José,2138.0,27,0,4,5,2,2024,619.0,1951.0,1653.667
2024-05-28,DAC de São José,1956.0,28,1,4,5,2,2024,2138.0,619.0,1569.333
2024-05-29,DAC de São José,1834.0,29,2,5,5,2,2024,1956.0,2138.0,1571.0
2024-05-30,DAC de São José,1461.0,30,3,5,5,2,2024,1834.0,1956.0,1976.0
2023-02-04,DAC de São José do Rio Preto,1330.0,4,5,1,2,1,2023,2304.0,1305.0,2329.0
2023-02-06,DAC de São José do Rio Preto,3248.0,6,0,1,2,1,2023,1330.0,2304.0,1646.333
2023-02-07,DAC de São José do Rio Preto,3094.0,7,1,1,2,1,2023,3248.0,1330.0,2294.0
2023-02-08,DAC de São José do Rio Preto,4024.0,8,2,2,2,1,2023,3094.0,3248.0,2557.333
2023-02-09,DAC de São José do Rio Preto,2088.0,9,3,2,2,1,2023,4024.0,3094.0,3455.333
2023-02-10,DAC de São José do Rio Preto,4712.0,10,4,2,2,1,2023,2088.0,4024.0,3068.667
2023-02-11,DAC de São José do Rio Preto,1441.0,11,5,2,2,1,2023,4712.0,2088.0,3608.0
2023-02-13,DAC de São José do Rio Preto,2701.0,13,0,2,2,1,2023,1441.0,4712.0,2747.0
2023-02-14,DAC de São José do Rio Preto,1113.0,14,1,2,2,1,2023,2701.0,1441.0,2951.333
2023-02-15,DAC de São José do Rio Preto,4913.0,15,2,3,2,1,2023,1113.0,2701.0,1751.667
2023-02-16,DAC de São José do Rio Preto,2773.0,16,3,3,2,1,2023,4913.0,1113.0,2909.0
2023-02-17,DAC de São José do Rio Preto,3848.0,17,4,3,2,1,2023,2773.0,4913.0,2933.0
2023-02-18,DAC de São José do Rio Preto,2336.0,18,5,3,2,1,2023,3848.0,2773.0,3844.667
2023-02-20,DAC de São José do Rio Preto,4499.0,20,0,3,2,1,2023,2336.0,3848.0,2985.667
2023-02-21,DAC de São José do Rio Preto,131.0,21,1,3,2,1,2023,4499.0,2336.0,3561.0
2023-02-22,DAC de São José do Rio Preto,2309.0,22,2,4,2,1,2023,131.0,4499.0,2322.0
2023-02-23,DAC de São José do Rio Preto,3460.0,23,3,4,2,1,2023,2309.0,131.0,2313.0
2023-02-24,DAC de São José do Rio Preto,1842.0,24,4,4,2,1,2023,3460.0,2309.0,1966.667
2023-02-25,DAC de São José do Rio Preto,1828.0,25,5,4,2,1,2023,1842.0,3460.0,2537.0
2023-02-27,DAC de São José do Rio Preto,1897.0,27,0,4,2,1,2023,1828.0,1842.0,2376.667
2023-02-28,DAC de São José do Rio Preto,4419.0,28,1,4,2,1,2023,1897.0,1828.0,1855.667
2023-03-01,DAC de São José do Rio Preto,1099.0,1,2,1,3,1,2023,4419.0,1897.0,2714.667
2023-03-02,DAC de São José do Rio Preto,2345.0,2,3,1,3,1,2023,1099.0,4419.0,2471.667
2023-03-03,DAC de São José do Rio Preto,3499.0,3,4,1,3,1,2023,2345.0,1099.0,2621.0
2023-03-04,DAC de São José do Rio Preto,993.0,4,5,1,3,1,2023,3499.0,2345.0,2314.333
2023-03-06,DAC de São José do Rio Preto,1419.0,6,0,1,3,1,2023,993.0,3499.0,2279.0
2023-03-07,DAC de São José do Rio Preto,3988.0,7,1,1,3,1,2023,1419.0,993.0,1970.333
2023-03-08,DAC de São José do Rio Preto,2996.0,8,2,2,3,1,2023,3988.0,1419.0,2133.333
2023-03-09,DAC de São José do Rio Preto,3091.0,9,3,2,3,1,2023,2996.0,3988.0,2801.0
2023-03-10,DAC de São José do Rio Preto,3125.0,10,4,2,3,1,2023,3091.0,2996.0,3358.333
2023-03-11,DAC de São José do Rio Preto,1387.0,11,5,2,3,1,2023,3125.0,3091.0,3070.667
2023-03-13,DAC de São José do Rio Preto,2386.0,13,0,2,3,1,2023,1387.0,3125.0,2534.333
2023-03-14,DAC de São José do Rio Preto,3796.0,14,1,2,3,1,2023,2386.0,1387.0,2299.333
2023-03-15,DAC de São José do Rio Preto,3113.0,15,2,3,3,1,2023,3796.0,2386.0,2523.0
2023-03-16,DAC de São José do Rio Preto,2291.0,16,3,3,3,1,2023,3113.0,3796.0,3098.333
2023-03-17,DAC de São José do Rio Preto,1871.0,17,4,3,3,1,2023,2291.0,3113.0,3066.667
2023-03-18,DAC de São José do Rio Preto,1841.0,18,5,3,3,1,2023,1871.0,2291.0,2425.0
2023-03-20,DAC de São José do Rio Preto,1570.0,20,0,3,3,1,2023,1841.0,1871.0,2001.0
2023-03-21,DAC de São José do Rio Preto,3302.0,21,1,3,3,1,2023,1570.0,1841.0,1760.667
2023-03-22,DAC de São José do Rio Preto,989.0,22,2,4,3,1,2023,3302.0,1570.0,2237.667
2023-03-23,DAC de São José do Rio Preto,3929.0,23,3,4,3,1,2023,989.0,3302.0,1953.667
2023-03-24,DAC de São José do Rio Preto,2486.0,24,4,4,3,1,2023,3929.0,989.0,2740.0
2023-03-25,DAC de São José do Rio Preto,480.0,25,5,4,3,1,2023,2486.0,3929.0,2468.0
2023-03-27,DAC de São José do Rio Preto,2085.0,27,0,4,3,1,2023,480.0,2486.0,2298.333
2023-03-28,DAC de São José do Rio Preto,3951.0,28,1,4,3,1,2023,2085.0,480.0,1683.667
2023-03-29,DAC de São José do Rio Preto,3014.0,29,2,5,3,1,2023,3951.0,2085.0,2172.0
2023-03-30,DAC de São José do Rio Preto,3849.0,30,3,5,3,1,2023,3014.0,3951.0,3016.667
2023-03-31,DAC de São José do Rio Preto,3999.0,31,4,5,3,1,2023,3849.0,3014.0,3604.667
2023-04-01,DAC de São José do Rio Preto,60.0,1,5,1,4,2,2023,3999.0,3849.0,3620.667
2023-04-03,DAC de São José do Rio Preto,2702.0,3,0,1,4,2,2023,60.0,3999.0,2636.0
2023-04-04,DAC de São José do Rio Preto,2806.0,4,1,1,4,2,2023,2702.0,60.0,2253.667
2023-04-05,DAC de São José do Rio Preto,3749.0,5,2,1,4,2,2023,2806.0,2702.0,1856.0
2023-04-06,DAC de São José do Rio Preto,3408.0,6,3,1,4,2,2023,3749.0,2806.0,3085.667
2023-04-08,DAC de São José do Rio Preto,904.0,8,5,2,4,2,2023,3408.0,3749.0,3321.0
2023-04-10,DAC de São José do Rio Preto,4959.0,10,0,2,4,2,2023,904.0,3408.0,2687.0
2023-04-11,DAC de São José do Rio Preto,2463.0,11,1,2,4,2,2023,4959.0,904.0,3090.333
2023-04-12,DAC de São José do Rio Preto,4404.0,12,2,2,4,2,2023,2463.0,4959.0,2775.333
2023-04-13,DAC de São José do Rio Preto,3076.0,13,3,2,4,2,2023,4404.0,2463.0,3942.0
2023-04-14,DAC de São José do Rio Preto,1996.0,14,4,2,4,2,2023,3076.0,4404.0,3314.333
2023-04-15,DAC de São José do Rio Preto,662.0,15,5,3,4,2,2023,1996.0,3076.0,3158.667
2023-04-17,DAC de São José do Rio Preto,5151.0,17,0,3,4,2,2023,662.0,1996.0,1911.333
2023-04-18,DAC de São José do Rio Preto,369.0,18,1,3,4,2,2023,5151.0,662.0,2603.0
2023-04-19,DAC de São José do Rio Preto,3261.0,19,2,3,4,2,2023,369.0,5151.0,2060.667
2023-04-20,DAC de São José do Rio Preto,3251.0,20,3,3,4,2,2023,3261.0,369.0,2927.0
2023-04-22,DAC de São José do Rio Preto,2237.0,22,5,4,4,2,2023,3251.0,3261.0,2293.667
2023-04-24,DAC de São José do Rio Preto,3660.0,24,0,4,4,2,2023,2237.0,3251.0,2916.333
2023-04-25,DAC de São José do Rio Preto,3131.0,25,1,4,4,2,2023,3660.0,2237.0,3049.333
2023-04-26,DAC de São José do Rio Preto,3344.0,26,2,4,4,2,2023,3131.0,3660.0,3009.333
2023-04-27,DAC de São José do Rio Preto,4648.0,27,3,4,4,2,2023,3344.0,3131.0,3378.333
2023-04-28,DAC de São José do Rio Preto,1414.0,28,4,4,4,2,2023,4648.0,3344.0,3707.667
2023-04-29,DAC de São José do Rio Preto,4398.0,29,5,5,4,2,2023,1414.0,4648.0,3135.333
2023-05-02,DAC de São José do Rio Preto,2257.0,2,1,1,5,2,2023,4398.0,1414.0,3486.667
2023-05-03,DAC de São José do Rio Preto,3902.0,3,2,1,5,2,2023,2257.0,4398.0,2689.667
2023-05-04,DAC de São José do Rio Preto,2125.0,4,3,1,5,2,2023,3902.0,2257.0,3519.0
2023-05-05,DAC de São José do Rio Preto,3801.0,5,4,1,5,2,2023,2125.0,3902.0,2761.333
2023-05-06,DAC de São José do Rio Preto,1216.0,6,5,1,5,2,2023,3801.0,2125.0,3276.0
2023-05-08,DAC de São José do Rio Preto,3133.0,8,0,2,5,2,2023,1216.0,3801.0,2380.667
2023-05-09,DAC de São José do Rio Preto,3268.0,9,1,2,5,2,2023,3133.0,1216.0,2716.667
2023-05-10,DAC de São José do Rio Preto,4532.0,10,2,2,5,2,2023,3268.0,3133.0,2539.0
2023-05-11,DAC de São José do Rio Preto,1370.0,11,3,2,5,2,2023,4532.0,3268.0,3644.333
2023-05-12,DAC de São José do Rio Preto,4139.0,12,4,2,5,2,2023,1370.0,4532.0,3056.667
2023-05-13,DAC de São José do Rio Preto,1820.0,13,5,2,5,2,2023,4139.0,1370.0,3347.0
2023-05-15,DAC de São José do Rio Preto,1766.0,15,0,3,5,2,2023,1820.0,4139.0,2443.0
2023-05-16,DAC de São José do Rio Preto,1989.0,16,1,3,5,2,2023,1766.0,1820.0,2575.0
2023-05-17,DAC de São José do Rio Preto,3794.0,17,2,3,5,2,2023,1989.0,1766.0,1858.333
2023-05-18,DAC de São José do Rio Preto,3676.0,18,3,3,5,2,2023,3794.0,1989.0,2516.333
2023-05-19,DAC de São José do Rio Preto,4511.0,19,4,3,5,2,2023,3676.0,3794.0,3153.0
2023-05-20,DAC de São José do Rio Preto,1263.0,20,5,3,5,2,2023,4511.0,3676.0,3993.667
2023-05-22,DAC de São José do Rio Preto,3132.0,22,0,4,5,2,2023,1263.0,4511.0,3150.0
2023-05-23,DAC de São José do Rio Preto,2655.0,23,1,4,5,2,2023,3132.0,1263.0,2968.667
2023-05-24,DAC de São José do Rio Preto,3296.0,24,2,4,5,2,2023,2655.0,3132.0,2350.0
2023-05-25,DAC de São José do Rio Preto,3159.0,25,3,4,5,2,2023,3296.0,2655.0,3027.667
2023-05-26,DAC de São José do Rio Preto,4130.0,26,4,4,5,2,2023,3159.0,3296.0,3036.667
2023-05-27,DAC de São José do Rio Preto,222.0,27,5,4,5,2,2023,4130.0,3159.0,3528.333
2023-05-29,DAC de São José do Rio Preto,2501.0,29,0,5,5,2,2023,222.0,4130.0,2503.667
2023-05-30,DAC de São José do Rio Preto,3525.0,30,1,5,5,2,2023,2501.0,222.0,2284.333
2023-05-31,DAC de São José do Rio Preto,2257.0,31,2,5,5,2,2023,3525.0,2501.0,2082.667
2023-06-01,DAC de São José do Rio Preto,3421.0,1,3,1,6,2,2023,2257.0,3525.0,2761.0
2023-06-02,DAC de São José do Rio Preto,2684.0,2,4,1,6,2,2023,3421.0,2257.0,3067.667
2023-06-03,DAC de São José do Rio Preto,2263.0,3,5,1,6,2,2023,2684.0,3421.0,2787.333
2023-06-05,DAC de São José do Rio Preto,3039.0,5,0,1,6,2,2023,2263.0,2684.0,2789.333
2023-06-06,DAC de São José do Rio Preto,3943.0,6,1,1,6,2,2023,3039.0,2263.0,2662.0
2023-06-07,DAC de São José do Rio Preto,3392.0,7,2,1,6,2,2023,3943.0,3039.0,3081.667
2023-06-09,DAC de São José do Rio Preto,4751.0,9,4,2,6,2,2023,3392.0,3943.0,3458.0
2023-06-10,DAC de São José do Rio Preto,2506.0,10,5,2,6,2,2023,4751.0,3392.0,4028.667
2023-06-12,DAC de São José do Rio Preto,3027.0,12,0,2,6,2,2023,2506.0,4751.0,3549.667
2023-06-13,DAC de São José do Rio Preto,4382.0,13,1,2,6,2,2023,3027.0,2506.0,3428.0
2023-06-14,DAC de São José do Rio Preto,3179.0,14,2,2,6,2,2023,4382.0,3027.0,3305.0
2023-06-15,DAC de São José do Rio Preto,2712.0,15,3,3,6,2,2023,3179.0,4382.0,3529.333
2023-06-16,DAC de São José do Rio Preto,3343.0,16,4,3,6,2,2023,2712.0,3179.0,3424.333
2023-06-17,DAC de São José do Rio Preto,1421.0,17,5,3,6,2,2023,3343.0,2712.0,3078.0
2023-06-19,DAC de São José do Rio Preto,3543.0,19,0,3,6,2,2023,1421.0,3343.0,2492.0
2023-06-20,DAC de São José do Rio Preto,1648.0,20,1,3,6,2,2023,3543.0,1421.0,2769.0
2023-06-21,DAC de São José do Rio Preto,3738.0,21,2,3,6,2,2023,1648.0,3543.0,2204.0
2023-06-22,DAC de São José do Rio Preto,2323.0,22,3,4,6,2,2023,3738.0,1648.0,2976.333
2023-06-23,DAC de São José do Rio Preto,4154.0,23,4,4,6,2,2023,2323.0,3738.0,2569.667
2023-06-24,DAC de São José do Rio Preto,761.0,24,5,4,6,2,2023,4154.0,2323.0,3405.0
2023-06-26,DAC de São José do Rio Preto,2094.0,26,0,4,6,2,2023,761.0,4154.0,2412.667
2023-06-27,DAC de São José do Rio Preto,3477.0,27,1,4,6,2,2023,2094.0,761.0,2336.333
2023-06-28,DAC de São José do Rio Preto,4944.0,28,2,4,6,2,2023,3477.0,2094.0,2110.667
2023-06-29,DAC de São José do Rio Preto,1731.0,29,3,5,6,2,2023,4944.0,3477.0,3505.0
2023-06-30,DAC de São José do Rio Preto,4174.0,30,4,5,6,2,2023,1731.0,4944.0,3384.0
2023-07-01,DAC de São José do Rio Preto,847.0,1,5,1,7,3,2023,4174.0,1731.0,3616.333
2023-07-03,DAC de São José do Rio Preto,3362.0,3,0,1,7,3,2023,847.0,4174.0,2250.667
2023-07-04,DAC de São José do Rio Preto,2379.0,4,1,1,7,3,2023,3362.0,847.0,2794.333
2023-07-05,DAC de São José do Rio Preto,4152.0,5,2,1,7,3,2023,2379.0,3362.0,2196.0
2023-07-06,DAC de São José do Rio Preto,3335.0,6,3,1,7,3,2023,4152.0,2379.0,3297.667
2023-07-07,DAC de São José do Rio Preto,3497.0,7,4,1,7,3,2023,3335.0,4152.0,3288.667
2023-07-17,DAC de São José do Rio Preto,4450.0,17,0,3,7,3,2023,3497.0,3335.0,3661.333
2023-07-18,DAC de São José do Rio Preto,2099.0,18,1,3,7,3,2023,4450.0,3497.0,3760.667
2023-07-19,DAC de São José do Rio Preto,5202.0,19,2,3,7,3,2023,2099.0,4450.0,3348.667
2023-07-20,DAC de São José do Rio Preto,2635.0,20,3,3,7,3,2023,5202.0,2099.0,3917.0
2023-07-21,DAC de São José do Rio Preto,4427.0,21,4,3,7,3,2023,2635.0,5202.0,3312.0
2023-07-22,DAC de São José do Rio Preto,1672.0,22,5,4,7,3,2023,4427.0,2635.0,4088.0
2023-07-24,DAC de São José do Rio Preto,3331.0,24,0,4,7,3,2023,1672.0,4427.0,2911.333
2023-07-25,DAC de São José do Rio Preto,1891.0,25,1,4,7,3,2023,3331.0,1672.0,3143.333
2023-07-26,DAC de São José do Rio Preto,1731.0,26,2,4,7,3,2023,1891.0,3331.0,2298.0
2023-07-27,DAC de São José do Rio Preto,2842.0,27,3,4,7,3,2023,1731.0,1891.0,2317.667
2023-07-28,DAC de São José do Rio Preto,3757.0,28,4,4,7,3,2023,2842.0,1731.0,2154.667
2023-07-29,DAC de São José do Rio Preto,1262.0,29,5,5,7,3,2023,3757.0,2842.0,2776.667
2023-07-31,DAC de São José do Rio Preto,5348.0,31,0,5,7,3,2023,1262.0,3757.0,2620.333
2023-08-01,DAC de São José do Rio Preto,2396.0,1,1,1,8,3,2023,5348.0,1262.0,3455.667
2023-08-02,DAC de São José do Rio Preto,3641.0,2,2,1,8,3,2023,2396.0,5348.0,3002.0
2023-08-03,DAC de São José do Rio Preto,3527.0,3,3,1,8,3,2023,3641.0,2396.0,3795.0
2023-08-04,DAC de São José do Rio Preto,4526.0,4,4,1,8,3,2023,3527.0,3641.0,3188.0
2023-08-05,DAC de São José do Rio Preto,994.0,5,5,1,8,3,2023,4526.0,3527.0,3898.0
2023-08-07,DAC de São José do Rio Preto,2552.0,7,0,1,8,3,2023,994.0,4526.0,3015.667
2023-08-08,DAC de São José do Rio Preto,2945.0,8,1,2,8,3,2023,2552.0,994.0,2690.667
2023-08-09,DAC de São José do Rio Preto,4284.0,9,2,2,8,3,2023,2945.0,2552.0,2163.667
2023-08-10,DAC de São José do Rio Preto,2762.0,10,3,2,8,3,2023,4284.0,2945.0,3260.333
2023-08-11,DAC de São José do Rio Preto,3267.0,11,4,2,8,3,2023,2762.0,4284.0,3330.333
2023-08-12,DAC de São José do Rio Preto,1131.0,12,5,2,8,3,2023,3267.0,2762.0,3437.667
2023-08-14,DAC de São José do Rio Preto,3405.0,14,0,2,8,3,2023,1131.0,3267.0,2386.667
2023-08-15,DAC de São José do Rio Preto,3237.0,15,1,3,8,3,2023,3405.0,1131.0,2601.0
2023-08-16,DAC de São José do Rio Preto,4417.0,16,2,3,8,3,2023,3237.0,3405.0,2591.0
2023-08-17,DAC de São José do Rio Preto,2387.0,17,3,3,8,3,2023,4417.0,3237.0,3686.333
2023-08-18,DAC de São José do Rio Preto,2713.0,18,4,3,8,3,2023,2387.0,4417.0,3347.0
2023-08-19,DAC de São José do Rio Preto,652.0,19,5,3,8,3,2023,2713.0,2387.0,3172.333
2023-08-21,DAC de São José do Rio Preto,2699.0,21,0,3,8,3,2023,652.0,2713.0,1917.333
2023-08-22,DAC de São José do Rio Preto,4394.0,22,1,4,8,3,2023,2699.0,652.0,2021.333
2023-08-23,DAC de São José do Rio Preto,1904.0,23,2,4,8,3,2023,4394.0,2699.0,2581.667
2023-08-24,DAC de São José do Rio Preto,4200.0,24,3,4,8,3,2023,1904.0,4394.0,2999.0
